                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.53062,                0.65311,                 1.1791,                0.72478,                0.73071,                 0.7827,                0.62004,                0.76918,                0.98983,                 1.4866,              0.0023275,              0.0023275,              0.0023275
                    158,                0.53533,                0.65759,                 1.1873,                0.75792,                0.73737,                0.79739,                0.63281,                0.77034,                0.96389,                 1.4859,               0.002278,               0.002278,               0.002278
                    159,                0.53741,                0.65859,                 1.1778,                0.74576,                0.68759,                0.77685,                0.61882,                 0.7467,                0.99078,                 1.4865,              0.0022285,              0.0022285,              0.0022285
                    160,                0.53379,                0.65122,                 1.1922,                0.76249,                0.69425,                 0.7838,                0.62076,                0.77661,                0.96212,                 1.5129,               0.002179,               0.002179,               0.002179
                    161,                0.52593,                0.64851,                 1.1831,                0.76106,                 0.7028,                  0.769,                0.60605,                0.78765,                 1.0384,                 1.5204,              0.0021295,              0.0021295,              0.0021295
                    162,                0.52122,                0.64144,                 1.1653,                0.80449,                0.66019,                0.76963,                0.61104,                0.78733,                 1.0063,                 1.5175,                0.00208,                0.00208,                0.00208
                    163,                0.52924,                0.63263,                 1.1827,                0.75798,                 0.7428,                0.79534,                0.62581,                0.76696,                0.95138,                 1.5032,              0.0020305,              0.0020305,              0.0020305
                    164,                0.51824,                0.63624,                 1.1654,                0.77948,                0.69582,                0.78733,                0.62528,                0.77957,                0.94299,                 1.4997,               0.001981,               0.001981,               0.001981
                    165,                0.52834,                0.64012,                 1.1959,                 0.7887,                 0.7208,                0.79816,                 0.6241,                0.77878,                0.93373,                 1.4974,              0.0019315,              0.0019315,              0.0019315
                    166,                 0.5182,                0.64226,                 1.1627,                0.70765,                0.75327,                0.77244,                0.61044,                0.76409,                0.96785,                  1.485,               0.001882,               0.001882,               0.001882
                    167,                  0.517,                 0.6295,                 1.1633,                0.74018,                0.73688,                 0.7828,                0.62625,                0.74413,                0.93086,                 1.4628,              0.0018325,              0.0018325,              0.0018325
                    168,                0.52369,                0.63734,                 1.1794,                0.78559,                 0.6903,                0.77775,                0.61159,                0.78967,                0.96263,                 1.5451,               0.001783,               0.001783,               0.001783
                    169,                0.50898,                0.60323,                 1.1699,                0.77278,                0.69063,                0.77656,                0.61297,                0.77084,                0.96934,                 1.5055,              0.0017335,              0.0017335,              0.0017335
                    170,                0.50569,                 0.6171,                 1.1658,                0.72862,                0.70876,                0.77689,                0.60944,                0.79641,                0.95826,                 1.5203,               0.001684,               0.001684,               0.001684
                    171,                0.50348,                0.59715,                  1.165,                0.76569,                0.72476,                 0.7889,                0.62223,                 0.7624,                0.95714,                 1.4867,              0.0016345,              0.0016345,              0.0016345
                    172,                0.50952,                0.60348,                 1.1604,                0.78167,                0.69529,                0.79664,                0.64015,                0.75899,                0.92934,                 1.4902,               0.001585,               0.001585,               0.001585
                    173,                0.51026,                 0.6021,                 1.1671,                 0.7168,                0.73823,                0.79053,                0.63034,                0.77449,                0.95016,                 1.4924,              0.0015355,              0.0015355,              0.0015355
                    174,                0.51288,                0.61026,                 1.1661,                0.80054,                 0.7053,                0.79887,                0.63339,                0.76503,                0.91154,                 1.4893,               0.001486,               0.001486,               0.001486
                    175,                0.50693,                0.60617,                 1.1643,                0.77132,                0.67063,                0.78527,                0.62376,                0.77965,                0.95281,                 1.5071,              0.0014365,              0.0014365,              0.0014365
                    176,                0.49762,                0.59819,                  1.153,                0.74121,                0.74222,                0.78964,                0.61931,                0.79222,                0.94186,                 1.5331,               0.001387,               0.001387,               0.001387
                    177,                0.52047,                 0.6065,                 1.1811,                0.77134,                0.70517,                0.79971,                0.62946,                 0.7864,                 0.9363,                 1.5254,              0.0013375,              0.0013375,              0.0013375
                    178,                0.49669,                0.58683,                 1.1493,                0.78142,                0.71272,                0.80613,                0.63471,                0.75972,                0.91558,                 1.4939,               0.001288,               0.001288,               0.001288
                    179,                0.49747,                0.59962,                 1.1529,                0.72398,                0.73687,                0.78655,                0.62185,                0.77223,                0.94573,                 1.4977,              0.0012385,              0.0012385,              0.0012385
                    180,                0.49276,                 0.5872,                 1.1533,                0.79022,                0.70216,                0.78355,                0.62811,                0.77678,                0.94776,                 1.5159,               0.001189,               0.001189,               0.001189
                    181,                0.48492,                0.56441,                 1.1461,                0.75181,                0.75233,                0.80212,                0.63208,                0.77534,                0.91542,                  1.508,              0.0011395,              0.0011395,              0.0011395
                    182,                0.49261,                0.56364,                 1.1472,                0.69529,                0.75167,                0.79199,                0.62439,                0.76732,                0.92196,                 1.5166,                0.00109,                0.00109,                0.00109
                    183,                0.49822,                0.58818,                 1.1657,                0.76368,                0.72512,                0.79669,                0.63367,                0.75702,                0.92873,                   1.48,              0.0010405,              0.0010405,              0.0010405
                    184,                0.49414,                0.59178,                 1.1575,                0.79116,                0.72061,                0.79287,                0.62953,                0.75696,                0.93993,                 1.4818,               0.000991,               0.000991,               0.000991
                    185,                0.49335,                0.58097,                 1.1515,                 0.7123,                0.76359,                0.79095,                0.63203,                 0.7605,                0.93607,                 1.4943,              0.0009415,              0.0009415,              0.0009415
                    186,                0.49801,                0.58483,                 1.1647,                0.74825,                0.74606,                0.79866,                0.63378,                0.75046,                0.92272,                 1.4752,               0.000892,               0.000892,               0.000892
                    187,                0.49066,                0.57643,                 1.1426,                0.76634,                0.74045,                0.79742,                0.63291,                0.75594,                0.91527,                 1.4982,              0.0008425,              0.0008425,              0.0008425
                    188,                0.48095,                0.57503,                 1.1354,                0.74645,                0.74817,                0.79446,                0.63556,                0.76181,                0.91971,                    1.5,               0.000793,               0.000793,               0.000793
                    189,                 0.4863,                0.56312,                 1.1413,                0.75964,                0.72184,                0.79519,                0.63321,                0.76514,                0.90002,                 1.5038,              0.0007435,              0.0007435,              0.0007435
                    190,                0.49015,                0.56555,                 1.1472,                 0.7514,                0.73089,                0.78821,                 0.6307,                0.75353,                0.92309,                 1.4888,               0.000694,               0.000694,               0.000694
                    191,                0.50572,                0.57568,                 1.0908,                0.76199,                0.71169,                0.78434,                0.61264,                0.78169,                0.93346,                 1.5516,              0.0006445,              0.0006445,              0.0006445
                    192,                0.46365,                0.47969,                 1.0822,                0.73371,                0.73921,                0.78902,                0.62207,                 0.7855,                0.93459,                 1.5497,               0.000595,               0.000595,               0.000595
                    193,                0.48359,                0.47943,                 1.0902,                0.74984,                0.74796,                0.79903,                0.63721,                0.77764,                0.90188,                 1.5364,              0.0005455,              0.0005455,              0.0005455
                    194,                0.46853,                 0.4672,                 1.0649,                0.75679,                0.74266,                0.79885,                0.64002,                0.77246,                0.89405,                 1.5341,               0.000496,               0.000496,               0.000496
                    195,                0.46994,                0.46446,                 1.0782,                 0.7687,                0.73151,                0.79975,                0.63639,                0.76987,                0.89203,                 1.5353,              0.0004465,              0.0004465,              0.0004465
                    196,                0.46106,                0.46068,                 1.0596,                 0.7675,                0.73659,                0.79744,                0.63652,                0.76937,                0.89622,                 1.5374,               0.000397,               0.000397,               0.000397
                    197,                0.45255,                0.46376,                 1.0561,                0.75497,                0.72654,                0.79673,                0.63479,                0.75712,                0.90057,                 1.5112,              0.0003475,              0.0003475,              0.0003475
                    198,                0.46702,                0.44551,                 1.0571,                0.73967,                0.76043,                0.79865,                0.63669,                0.76381,                0.88952,                 1.5228,               0.000298,               0.000298,               0.000298
                    199,                0.44662,                0.43436,                 1.0596,                0.75915,                0.74819,                0.80168,                0.63757,                0.75346,                 0.8847,                 1.5108,              0.0002485,              0.0002485,              0.0002485
                    200,                 0.4596,                0.44409,                 1.0605,                0.77972,                0.73828,                0.80579,                0.64147,                0.75139,                 0.8898,                 1.5106,               0.000199,               0.000199,               0.000199
